kx,L1,L2,L3
-1.9696505665139767,-0.6891651421984489,2.1903768405169846,2.6548704080034744
-1.9565195627372167,-0.6882527977388088,2.1895503066992164,2.655472376585039
-1.9433885589604571,-0.6855278495153917,2.187106819263357,2.6572526083422363
-1.9302575551836971,-0.6810263367047021,2.183151089994288,2.6601374911271174
-1.917126551406937,-0.6748076015502018,2.1778463529852345,2.6640148867445146
-1.9039955476301775,-0.6669531980613858,2.171399940169363,2.668747443789026
-1.8908645438534175,-0.6575653527941713,2.1640470589050924,2.6741872530511777
-1.877733540076658,-0.6467649710959675,2.156034954453524,2.680189656703591
-1.864602536299898,-0.6346891870859069,2.1476088181779223,2.6866248495523424
-1.8514715325231381,-0.6214884654101138,2.138999958216045,2.693386764657788
-1.8383405287463785,-0.607323278124272,2.1304161533039268,2.700399347174003
-1.8252095249696185,-0.5923604010737838,2.1220338301144643,2.7076206217378624
-1.8120785211928585,-0.5767689002891202,2.113991680123118,2.7150450093725094
-1.798947517416099,-0.560715908655172,2.106385464674451,2.7227042470701814
-1.785816513639339,-0.5443623238301266,2.0992639598777534,2.730667091086173
-1.772685509862579,-0.5278585864459645,2.092626205301524,2.7390378007779264
-1.7595545060858193,-0.5113407186939961,2.086420400373289,2.7479532410269565
-1.7464235023090593,-0.4949268130894295,2.080544905799197,2.7575783376136083
-1.7332924985322993,-0.47871415589555866,2.0748518204692696,2.768099601479939
-1.7201614947555397,-0.4627771474243568,2.0691534851966535,2.7797165346790558
-1.7070304909787797,-0.4471661426653554,2.063231994472947,2.7926309621993632
-1.6938994872020199,-0.4319072835589597,2.0568513900492302,2.8070346890565108
-1.68076848342526,-0.41700333422232644,2.0497717304191627,2.82309630171754
-1.6676374796485003,-0.4024354695203423,2.0417637961094472,2.840948306102706
-1.6545064758717405,-0.3881659126916793,2.032622944850969,2.860675985465045
-1.6413754720949807,-0.3741412752658392,2.0221806838652054,2.8823092656969713
-1.628244468318221,-0.360296426014208,2.0103128975398334,2.905818477946502
-1.615113464541461,-0.34655870625219004,1.9969442617530502,2.931114305860949
-1.601982460764701,-0.33285231497719,1.9820490161266386,2.958051570752178
-1.5888514569879413,-0.3191027056755137,1.965648775815534,2.986436015811032
-1.5757204532111815,-0.3052408626782208,1.947808338231183,3.016033002553538
-1.5625894494344215,-0.29120735400897146,1.9286304673015355,3.0465770343230325
-1.5494584456576617,-0.27695608553564083,1.9082504828858402,3.0777812042978514
-1.5363274418809019,-0.26245770456455,1.8868312383413561,3.1093459331639117
-1.5231964381041418,-0.24770261743496197,1.8645588153988921,3.1409666316238294
-1.510065434327382,-0.23270359372057936,1.8416390514430794,3.17234014477084
-1.4969344305506223,-0.21749792860773798,1.818294857678793,3.203169990675269
-1.4838034267738625,-0.20214912479167157,1.7947641838901285,3.2331704978174143
-1.4706724229971027,-0.1867480363084154,1.771298423136877,3.2620699891774247
-1.4575414192203429,-0.17141339038533304,1.7481610130502887,3.28961317088206
-1.444410415443583,-0.15629157214751244,1.725625968162231,3.3155628740346454
-1.4312794116668233,-0.14155552522533676,1.7039760643210184,3.3397012796942964
-1.4181484078900632,-0.1274025959493139,1.6835003922915863,3.3618307353252814
-1.4050174041133034,-0.1140511400300766,1.6644910096065657,3.381774250049781
-1.3918864003365436,-0.10173573150354373,1.6472384589611035,3.3993757374741236
-1.3787553965597836,-0.09070087862681087,1.6320260016613548,3.414500059343044
-1.3656243927830238,-0.08119327199698691,1.619122547513505,3.4270329107980215
-1.352493389006264,-0.07345276904663428,1.608774451004245,3.4368805782631684
-1.339362385229504,-0.067702542329125,1.6011965741820484,3.4439695935332884
-1.3262313814527442,-0.06413905087134582,1.59656325395691,3.4482463020653595
-1.3131003776759844,-0.06292267835785681,1.595,3.4496763593918214
-1.2999693738992244,-0.06416995536640992,1.5965768257168949,3.448244166655418
-1.2868383701224648,-0.06794819653004339,1.6013040303832895,3.4439522542486927
-1.273707366345705,-0.0742731278427984,1.6091309961642393,3.4368206212203924
-1.2605763625689452,-0.0831096970623458,1.6199481822526591,3.4268860373288232
-1.2474453587921854,-0.09437583744336096,1.6335920760265843,3.4142013142629146
-1.2343143550154254,-0.10794859199035742,1.6498524981501768,3.3988345525330326
-1.2211833512386656,-0.12367177987307448,1.6684814328104647,3.380868370800881
-1.2080523474619058,-0.14136432925988968,1.6892024964796009,3.3603991249404497
-1.1949213436851458,-0.1608284923393044,1.711720249475472,3.3375361248896356
-1.181790339908386,-0.18185734628309685,1.7357287417208653,3.3124008583717384
