kx,L1,L2,L3
-1.9501490757564126,-0.6871554959734943,2.18856183556999,2.6561924135328407
-1.9111460942412843,-0.671427493085215,2.175038249548392,2.6660730814954117
-1.872143112726156,-0.6417712331597974,2.152484329844097,2.682883272888732
-1.833140131211028,-0.601483384335338,2.1270637033705895,2.703235437587195
-1.7941371496958998,-0.5547516599659794,2.1037192950325463,2.7255813220674385
-1.7551341681807713,-0.5057983435510838,2.0844120805986317,2.7511052296203453
-1.716131186665643,-0.4579492938038382,2.0673704342688555,2.7835331626660897
-1.6771282051505148,-0.4129323359353788,2.0476539974090624,2.827861412955017
-1.6381252236353865,-0.37070030827325595,2.0193796322139637,2.8879561389996544
-1.5991222421202584,-0.32986353261206647,1.9786032844276464,2.964118595011588
-1.5601192606051302,-0.28854418784927455,1.9248838321543627,3.052405650215974
-1.521116279090002,-0.2453421357979735,1.860965566352259,3.1459609047417088
-1.4821132975748736,-0.20016750925969862,1.7917347539973625,3.236957527572116
-1.4431103160597454,-0.15481230675700053,1.7234382489794342,3.3180369936315772
-1.4041073345446171,-0.11316141066314174,1.6632353158985522,3.383071359209939
-1.3651043530294886,-0.08085157311864738,1.6186625949981917,3.427474532621473
-1.3261013715143606,-0.0641152727273344,1.5965325653992704,3.4482744547847703
-1.2870983899992323,-0.06784863180792067,1.60118007383302,3.4440648957443063
-1.248095408484104,-0.09376268096126611,1.6328531792957723,3.4148929915109925
-1.2090924269689758,-0.13989566338724654,1.68749174120977,3.362109257123962
-1.1700894454538475,-0.20174399165965518,1.7581274967652034,3.2881962423105895
-1.1310864639387193,-0.2739484041077307,1.8368197207019241,3.196590896753775
-1.0920834824235912,-0.35149757631915873,1.916062440807418,3.0915203496104118
-1.053080500908463,-0.4302291543951597,1.9894080264038623,2.9778809580493375
-1.0140775193933347,-0.5068767924453579,2.0515067252963304,2.8612060406976356
-0.9750745378782063,-0.5789262224708593,2.0977737126094826,2.7477722111577894
-0.936071556363078,-0.6444261022039008,2.1238993843353278,2.644775047285209
-0.8970685748479499,-0.7018132910779161,2.125974015195667,2.559865727128222
-0.8580655933328215,-0.7497730895720667,2.103049826808586,2.4982515657293916
-0.8190626118176932,-0.7871422269701126,2.061159386477268,2.45835693317487
